customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
CUST04854,Male,0,No,No,24,Yes,DSL,Month-to-month,Mailed check,71.37,1712.88,No,No internet service,No internet service,No internet service,Yes,No,No internet service,No,Yes
CUST04855,Male,0,Yes,No,16,Yes,No internet service,One year,Bank transfer (automatic),83.75,1340.0,No,No,Yes,No internet service,No,No,No internet service,Yes,Yes
CUST04856,Male,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Electronic check,96.45,1060.95,Yes,No,Yes,No internet service,No,No,No,Yes,Yes
CUST04857,Male,0,No,Yes,51,Yes,DSL,Month-to-month,Mailed check,75.83,3867.33,No,No internet service,No internet service,Yes,Yes,No internet service,No,No internet service,Yes
CUST04858,Male,0,No,Yes,10,Yes,DSL,Two year,Credit card (automatic),18.25,182.5,No,Yes,No,No,No,No internet service,Yes,Yes,Yes
CUST04859,Female,0,Yes,No,9,Yes,No internet service,Two year,Mailed check,51.46,463.14,No,No internet service,Yes,Yes,No,No internet service,No,No,Yes
CUST04860,Female,1,Yes,No,59,Yes,Fiber optic,Two year,Credit card (automatic),55.51,3275.09,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,No,No
CUST04861,Female,0,No,Yes,53,Yes,Fiber optic,One year,Electronic check,71.74,3802.22,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,No,No
CUST04862,Female,0,No,No,62,Yes,Fiber optic,Two year,Bank transfer (automatic),35.69,2212.78,No,No internet service,No,No,Yes,No internet service,Yes,No internet service,No
CUST04863,Female,0,No,No,19,No,Fiber optic,Month-to-month,Bank transfer (automatic),108.4,2059.6,Yes,Yes,Yes,Yes,No internet service,No,No,Yes,Yes
CUST04864,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Mailed check,51.96,207.84,Yes,No,No internet service,No internet service,No,No,Yes,Yes,Yes
CUST04865,Male,0,Yes,No,40,Yes,Fiber optic,Month-to-month,Credit card (automatic),54.08,2163.2,No,Yes,No,No internet service,No,Yes,No internet service,Yes,No
CUST04866,Male,1,Yes,Yes,62,Yes,Fiber optic,One year,Electronic check,58.13,3604.06,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
CUST04867,Female,0,Yes,No,55,Yes,DSL,Month-to-month,Credit card (automatic),48.54,2669.7,No,No,No internet service,No,No internet service,Yes,No internet service,No,No
CUST04868,Female,0,No,No,31,Yes,No internet service,Month-to-month,Bank transfer (automatic),18.25,565.75,No,No,No internet service,No internet service,No,Yes,Yes,No,No
CUST04869,Female,1,Yes,No,26,Yes,Fiber optic,One year,Electronic check,101.23,2631.98,No,No,Yes,No internet service,Yes,No,No internet service,No internet service,Yes
CUST04870,Female,0,No,Yes,67,Yes,DSL,Two year,Credit card (automatic),44.96,3012.32,Yes,Yes,Yes,No internet service,No internet service,Yes,No,No,Yes
CUST04871,Male,0,No,Yes,47,Yes,No internet service,Month-to-month,Mailed check,82.9,3896.3,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,No,No
CUST04872,Male,1,Yes,No,6,Yes,No internet service,Month-to-month,Credit card (automatic),51.24,307.44,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,No
CUST04873,Female,0,No,No,45,Yes,No internet service,Month-to-month,Mailed check,45.13,2030.85,No,No internet service,No,No internet service,Yes,No,No internet service,No internet service,No
CUST04874,Female,1,No,No,17,Yes,No internet service,Month-to-month,Credit card (automatic),26.65,453.05,Yes,Yes,No internet service,Yes,No,No internet service,No,No internet service,No
CUST04875,Male,0,Yes,No,37,Yes,No internet service,Month-to-month,Bank transfer (automatic),18.25,675.25,No,No,No internet service,No,Yes,No,Yes,Yes,No
CUST04876,Female,0,No,Yes,64,Yes,DSL,One year,Electronic check,50.64,3240.96,No,Yes,No internet service,Yes,No internet service,Yes,Yes,No,No
CUST04877,Male,0,No,No,16,Yes,No internet service,One year,Bank transfer (automatic),49.37,789.92,No,No internet service,No internet service,Yes,No,No,Yes,Yes,No
CUST04878,Female,0,Yes,No,37,Yes,No internet service,One year,Electronic check,107.09,3962.33,No,Yes,Yes,Yes,No,Yes,No internet service,No,Yes
CUST04879,Female,0,No,No,62,Yes,DSL,Month-to-month,Mailed check,66.15,4101.3,No,No,Yes,Yes,No,No,No,No internet service,Yes
CUST04880,Female,1,No,No,41,No,DSL,Two year,Electronic check,98.25,4028.25,No,No,No internet service,Yes,Yes,No internet service,Yes,Yes,No
CUST04881,Female,0,Yes,No,7,Yes,No internet service,Month-to-month,Electronic check,18.94,132.58,Yes,Yes,Yes,Yes,Yes,No internet service,No,No,Yes
CUST04882,Female,0,No,Yes,29,No,DSL,Month-to-month,Electronic check,65.56,1901.24,No,No internet service,Yes,No,Yes,Yes,No internet service,No internet service,Yes
CUST04883,Female,0,Yes,No,63,Yes,No internet service,Two year,Mailed check,80.52,5072.76,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,No,No
CUST04884,Male,0,No,No,8,Yes,DSL,Month-to-month,Mailed check,67.37,538.96,Yes,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes
CUST04885,Male,0,No,Yes,56,Yes,DSL,Month-to-month,Mailed check,68.5,3836.0,No,No,No internet service,Yes,No internet service,No,No,No internet service,No
CUST04886,Female,0,Yes,No,58,Yes,Fiber optic,Two year,Electronic check,56.52,3278.16,No,No,No,Yes,No,No internet service,No internet service,No,No
CUST04887,Female,1,Yes,Yes,66,Yes,DSL,Month-to-month,Bank transfer (automatic),28.17,1859.22,Yes,No,No internet service,Yes,No internet service,No,No,Yes,No
CUST04888,Male,1,No,No,4,Yes,Fiber optic,One year,Bank transfer (automatic),23.01,92.04,Yes,Yes,No,No,Yes,No,No,No internet service,No
CUST04889,Male,0,No,No,3,Yes,Fiber optic,Month-to-month,Mailed check,85.2,255.6,Yes,Yes,No internet service,Yes,Yes,Yes,Yes,No,Yes
CUST04890,Male,0,No,Yes,7,Yes,DSL,One year,Credit card (automatic),44.18,309.26,No,No internet service,No,No,No internet service,Yes,No,No internet service,Yes
CUST04891,Female,0,Yes,Yes,41,Yes,DSL,Month-to-month,Bank transfer (automatic),51.21,2099.61,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No
CUST04892,Female,0,Yes,No,34,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),44.18,1502.12,Yes,Yes,Yes,Yes,No internet service,No,No internet service,Yes,No
CUST04893,Male,1,No,No,12,Yes,DSL,One year,Electronic check,37.2,446.4,No,No internet service,No internet service,No,Yes,No,No internet service,Yes,Yes
CUST04894,Female,0,Yes,No,4,Yes,No internet service,Month-to-month,Electronic check,20.12,80.48,Yes,No,No,No,Yes,No,No,No internet service,Yes
CUST04895,Male,1,No,No,39,No,Fiber optic,Month-to-month,Credit card (automatic),110.08,4293.12,Yes,No,No,No,No,No internet service,No,No,No
CUST04896,Female,0,Yes,Yes,18,Yes,DSL,Month-to-month,Credit card (automatic),18.25,328.5,No,No internet service,No internet service,No,No,No,Yes,No,Yes
CUST04897,Male,0,No,Yes,3,Yes,Fiber optic,Month-to-month,Electronic check,84.64,253.92,Yes,No internet service,Yes,Yes,No,No,Yes,Yes,No
CUST04898,Female,0,Yes,Yes,58,Yes,DSL,Month-to-month,Mailed check,96.67,5606.86,No,No internet service,Yes,Yes,No internet service,No,No,No internet service,Yes
CUST04899,Male,0,Yes,No,17,Yes,DSL,Month-to-month,Bank transfer (automatic),68.24,1160.08,No,Yes,No,No internet service,No internet service,No,No,No,No
CUST04900,Male,1,No,Yes,23,Yes,DSL,Two year,Bank transfer (automatic),58.75,1351.25,No,No,No,Yes,Yes,No internet service,No,No,No
CUST04901,Female,0,No,No,30,Yes,No internet service,Month-to-month,Credit card (automatic),70.99,2129.7,No,No internet service,No,Yes,No internet service,No internet service,Yes,No,No
CUST04902,Male,1,No,Yes,57,Yes,No internet service,Month-to-month,Electronic check,52.03,2965.71,No,Yes,Yes,Yes,Yes,No,No internet service,No,Yes
CUST04903,Male,0,No,No,27,Yes,No internet service,Month-to-month,Mailed check,93.48,2523.96,Yes,No,No internet service,Yes,Yes,No,No internet service,No,No
CUST04904,Male,0,Yes,No,8,Yes,DSL,Month-to-month,Electronic check,97.59,780.72,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No
CUST04905,Male,0,Yes,No,44,Yes,DSL,Two year,Mailed check,80.27,3531.88,Yes,No internet service,No,No internet service,No internet service,No internet service,No,No internet service,Yes
CUST04906,Female,0,No,No,48,Yes,Fiber optic,Month-to-month,Electronic check,18.25,876.0,Yes,No internet service,No internet service,No,Yes,No internet service,No,No internet service,No
CUST04907,Male,0,Yes,No,1,Yes,Fiber optic,Two year,Credit card (automatic),84.25,84.25,No,No internet service,Yes,Yes,Yes,Yes,Yes,No,No
CUST04908,Female,0,No,No,5,Yes,No internet service,Month-to-month,Mailed check,102.5,512.5,Yes,No internet service,No,Yes,Yes,No internet service,No internet service,No internet service,No
CUST04909,Male,0,Yes,No,28,Yes,DSL,One year,Credit card (automatic),82.25,2303.0,No,No internet service,Yes,No,No internet service,No internet service,Yes,Yes,Yes
CUST04910,Male,1,Yes,No,25,Yes,DSL,Month-to-month,Electronic check,93.55,2338.75,Yes,No internet service,No,No,Yes,No internet service,No internet service,No internet service,No
CUST04911,Female,0,No,No,27,Yes,Fiber optic,Two year,Electronic check,42.12,1137.24,No,Yes,No internet service,No internet service,No,No,Yes,No,No
CUST04912,Male,0,No,No,6,Yes,No internet service,One year,Electronic check,49.78,298.68,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,No
CUST04913,Female,0,No,No,33,No,No internet service,Month-to-month,Mailed check,103.31,3409.23,No,No,No,No internet service,No internet service,No,No internet service,Yes,No
CUST04914,Male,0,No,Yes,55,Yes,Fiber optic,Month-to-month,Credit card (automatic),83.97,4618.35,Yes,No,No internet service,No,Yes,No,No,Yes,No
CUST04915,Male,0,No,No,9,Yes,No internet service,Month-to-month,Mailed check,56.58,509.22,Yes,Yes,No internet service,Yes,No,No,Yes,No,No
CUST04916,Male,0,No,No,56,Yes,Fiber optic,Two year,Electronic check,55.84,3127.04,No,Yes,No,No,No internet service,No,Yes,No internet service,No
CUST04917,Male,0,Yes,No,46,Yes,No internet service,Month-to-month,Electronic check,64.58,2970.68,Yes,No internet service,No,Yes,Yes,No internet service,No,Yes,Yes
CUST04918,Female,0,Yes,Yes,26,No,No internet service,Month-to-month,Electronic check,55.05,1431.3,No,No,Yes,No,Yes,Yes,No internet service,No,No
CUST04919,Male,0,Yes,Yes,38,No,No internet service,One year,Bank transfer (automatic),64.17,2438.46,No,Yes,Yes,No,No internet service,No,Yes,Yes,Yes
CUST04920,Male,0,No,No,21,Yes,DSL,Month-to-month,Mailed check,118.75,2493.75,Yes,Yes,Yes,No,No internet service,No internet service,No,No,No
CUST04921,Male,0,Yes,No,18,Yes,DSL,Two year,Bank transfer (automatic),42.89,772.02,Yes,No,Yes,No,Yes,No internet service,No,Yes,No
CUST04922,Male,0,No,No,8,Yes,Fiber optic,One year,Bank transfer (automatic),18.25,146.0,No,Yes,No internet service,Yes,Yes,Yes,No,No,No
CUST04923,Female,0,Yes,No,18,Yes,Fiber optic,One year,Electronic check,44.12,794.16,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,No internet service,No
CUST04924,Male,0,No,No,1,Yes,No internet service,Two year,Electronic check,80.63,80.63,Yes,No,No,Yes,No internet service,No,Yes,No internet service,No
CUST04925,Female,0,Yes,No,60,No,DSL,Month-to-month,Bank transfer (automatic),82.06,4923.6,Yes,No internet service,No,Yes,Yes,Yes,Yes,No,Yes
CUST04926,Male,1,Yes,No,58,Yes,DSL,Month-to-month,Bank transfer (automatic),31.73,1840.34,Yes,Yes,Yes,No internet service,No internet service,Yes,No,Yes,Yes
CUST04927,Female,0,No,No,69,Yes,Fiber optic,Month-to-month,Mailed check,52.7,3636.3,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No
CUST04928,Male,0,No,No,70,Yes,DSL,Month-to-month,Electronic check,89.97,6297.9,Yes,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes
CUST04929,Female,1,No,No,69,Yes,DSL,One year,Electronic check,60.78,4193.82,No,No,No,Yes,Yes,Yes,No internet service,No internet service,Yes
CUST04930,Male,0,No,No,32,Yes,Fiber optic,Two year,Electronic check,33.28,1064.96,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No
CUST04931,Female,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Electronic check,39.59,2533.76,Yes,No,No internet service,No,No,No internet service,No,Yes,No
CUST04932,Female,0,No,No,24,Yes,DSL,Month-to-month,Electronic check,106.24,2549.76,Yes,Yes,No internet service,No,No internet service,Yes,Yes,No,Yes
CUST04933,Male,1,No,No,69,Yes,No internet service,Two year,Mailed check,50.39,3476.91,No,No internet service,Yes,No,No internet service,No,No internet service,No internet service,No
CUST04934,Male,0,No,No,27,Yes,Fiber optic,Month-to-month,Electronic check,65.58,1770.66,No,No internet service,No internet service,Yes,No,No internet service,No internet service,No,No
CUST04935,Male,1,Yes,No,17,Yes,No internet service,Month-to-month,Electronic check,18.25,310.25,Yes,No,No internet service,Yes,No,Yes,No,No,Yes
CUST04936,Female,0,No,No,62,No,Fiber optic,Month-to-month,Credit card (automatic),56.89,3527.18,No,Yes,No internet service,Yes,No,Yes,Yes,No,Yes
CUST04937,Female,0,No,No,48,Yes,DSL,Two year,Bank transfer (automatic),118.75,5700.0,No,No,Yes,No internet service,No,No,No,Yes,Yes
CUST04938,Male,0,Yes,Yes,65,Yes,DSL,One year,Credit card (automatic),117.68,7649.2,Yes,Yes,Yes,No,No internet service,No,Yes,No,No
CUST04939,Female,0,No,Yes,39,Yes,DSL,Two year,Mailed check,71.63,2793.57,No,No,No,Yes,No,No internet service,Yes,No,No
CUST04940,Male,1,No,Yes,65,Yes,Fiber optic,Two year,Bank transfer (automatic),112.46,7309.9,Yes,No internet service,No internet service,No,Yes,No,No,No internet service,No
CUST04941,Female,0,No,No,3,Yes,DSL,Month-to-month,Electronic check,82.1,246.3,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No
CUST04942,Male,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),118.75,3918.75,No,Yes,No,No,Yes,No,Yes,No internet service,Yes
CUST04943,Female,0,No,No,4,No,Fiber optic,Two year,Electronic check,84.01,336.04,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Yes
CUST04944,Male,0,No,No,21,Yes,DSL,Month-to-month,Electronic check,104.2,2188.2,Yes,No internet service,Yes,No,No internet service,No internet service,No,Yes,No
CUST04945,Female,0,Yes,Yes,19,Yes,DSL,Two year,Credit card (automatic),18.25,346.75,No,Yes,Yes,Yes,No internet service,No,Yes,No internet service,Yes
CUST04946,Male,0,Yes,Yes,46,Yes,Fiber optic,Two year,Mailed check,75.58,3476.68,No,No internet service,No internet service,No internet service,No internet service,No,No,No internet service,No
CUST04947,Female,0,Yes,No,33,Yes,No internet service,One year,Credit card (automatic),45.6,1504.8,No,Yes,No,No internet service,No,Yes,No,No internet service,Yes
CUST04948,Male,0,Yes,No,43,Yes,DSL,One year,Electronic check,80.83,3475.69,No,Yes,No,Yes,No,Yes,No internet service,No internet service,Yes
CUST04949,Female,1,No,Yes,5,Yes,DSL,Two year,Electronic check,79.68,398.4,No,No internet service,Yes,No internet service,Yes,No internet service,No,Yes,Yes
CUST04950,Male,0,No,Yes,55,Yes,No internet service,Two year,Mailed check,105.51,5803.05,No,Yes,No internet service,No,No internet service,Yes,No internet service,Yes,No
CUST04951,Male,0,Yes,No,28,Yes,DSL,Month-to-month,Bank transfer (automatic),95.34,2669.52,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No
CUST04952,Female,0,Yes,No,52,Yes,No internet service,Month-to-month,Mailed check,21.72,1129.44,Yes,Yes,No internet service,No internet service,Yes,No internet service,No,No internet service,No
CUST04953,Male,1,No,Yes,0,Yes,DSL,Month-to-month,Credit card (automatic),18.25,18.25,Yes,No,No internet service,No internet service,No,No internet service,No,No,No
CUST04954,Female,0,Yes,Yes,58,Yes,No internet service,One year,Electronic check,57.85,3355.3,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No
CUST04955,Male,0,Yes,No,47,Yes,DSL,Month-to-month,Bank transfer (automatic),86.53,4066.91,No,No internet service,Yes,Yes,No,Yes,Yes,No internet service,No
CUST04956,Female,0,No,No,6,Yes,No internet service,One year,Electronic check,83.03,498.18,No,No,Yes,No internet service,No,Yes,Yes,Yes,No
CUST04957,Male,0,Yes,No,31,Yes,DSL,Month-to-month,Electronic check,66.02,2046.62,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
CUST04958,Female,0,No,No,60,Yes,Fiber optic,One year,Mailed check,82.43,4945.8,No,No internet service,No internet service,Yes,No,No,No,No internet service,Yes
CUST04959,Male,0,No,Yes,56,Yes,DSL,Month-to-month,Mailed check,88.67,4965.52,No,Yes,Yes,Yes,No internet service,No,No internet service,No,Yes
CUST04960,Male,0,Yes,No,50,Yes,DSL,One year,Electronic check,66.05,3302.5,Yes,No,Yes,No,No,No internet service,No internet service,No,No
CUST04961,Female,0,Yes,Yes,18,Yes,Fiber optic,Month-to-month,Electronic check,82.65,1487.7,Yes,No,No,No,Yes,No,No internet service,No,Yes
CUST04962,Female,0,Yes,No,26,Yes,Fiber optic,Month-to-month,Mailed check,85.3,2217.8,Yes,Yes,No internet service,Yes,No,No,Yes,Yes,Yes
CUST04963,Male,0,No,No,62,Yes,No internet service,Month-to-month,Mailed check,62.95,3902.9,No,No,No internet service,No,No,No,Yes,No,Yes
CUST04964,Male,0,Yes,Yes,59,Yes,Fiber optic,One year,Electronic check,108.38,6394.42,No,No internet service,No internet service,No internet service,No,No,Yes,No internet service,No
CUST04965,Female,0,Yes,No,60,Yes,No internet service,Month-to-month,Electronic check,28.05,1683.0,No,No,No internet service,No,No internet service,No internet service,No internet service,Yes,No
CUST04966,Female,1,No,Yes,60,Yes,Fiber optic,Month-to-month,Electronic check,113.51,6810.6,No,Yes,No internet service,No internet service,No,No internet service,Yes,No internet service,Yes
CUST04967,Female,0,No,Yes,44,Yes,No internet service,Two year,Credit card (automatic),95.35,4195.4,Yes,No,Yes,No,No,Yes,No,No internet service,Yes
CUST04968,Male,0,Yes,Yes,20,No,No internet service,One year,Credit card (automatic),118.75,2375.0,No,No,No,Yes,Yes,Yes,No internet service,No internet service,No
CUST04969,Female,0,No,No,43,Yes,DSL,Two year,Mailed check,18.43,792.49,No,No,No internet service,Yes,No,No internet service,No,No,Yes
CUST04970,Female,0,No,No,0,Yes,No internet service,Month-to-month,Credit card (automatic),53.46,53.46,No,Yes,Yes,No,No,No internet service,Yes,Yes,Yes
CUST04971,Female,0,Yes,No,43,Yes,No internet service,Month-to-month,Bank transfer (automatic),78.47,3374.21,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,No,Yes
CUST04972,Male,0,No,No,61,No,DSL,Two year,Electronic check,71.74,4376.14,No,No,No,No internet service,No,Yes,Yes,No internet service,Yes
CUST04973,Female,0,Yes,No,60,Yes,Fiber optic,Month-to-month,Electronic check,51.04,3062.4,No,No,Yes,Yes,No,No,No internet service,No,No
CUST04974,Female,0,No,No,49,Yes,DSL,One year,Credit card (automatic),73.21,3587.29,No,No,No internet service,No internet service,No,No,No,No,Yes
CUST04975,Female,0,Yes,No,40,No,No internet service,Month-to-month,Bank transfer (automatic),101.38,4055.2,No,No internet service,Yes,Yes,Yes,No internet service,No,Yes,No
CUST04976,Female,0,Yes,Yes,32,Yes,DSL,Month-to-month,Credit card (automatic),68.23,2183.36,Yes,Yes,No internet service,No,No,Yes,No internet service,No internet service,No
CUST04977,Male,0,Yes,No,11,Yes,DSL,Month-to-month,Credit card (automatic),23.06,253.66,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No
CUST04978,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Mailed check,118.75,118.75,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes
CUST04979,Female,0,No,Yes,20,No,Fiber optic,Month-to-month,Electronic check,35.23,704.6,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes
CUST04980,Female,0,No,Yes,13,Yes,No internet service,Month-to-month,Electronic check,27.46,356.98,Yes,No internet service,Yes,No,No,No,No internet service,No,No
CUST04981,Male,0,Yes,No,33,Yes,No internet service,Two year,Electronic check,42.24,1393.92,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Yes,No
CUST04982,Male,0,Yes,No,63,Yes,Fiber optic,Month-to-month,Electronic check,45.56,2870.28,No,No,Yes,Yes,No,No,Yes,Yes,Yes
CUST04983,Male,0,No,No,22,No,DSL,One year,Mailed check,72.27,1589.94,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,No internet service,No
CUST04984,Male,0,Yes,No,49,Yes,Fiber optic,Two year,Electronic check,118.75,5818.75,No,No,No,No,No,Yes,Yes,No,No
CUST04985,Male,0,Yes,No,13,No,Fiber optic,One year,Electronic check,37.15,482.95,No,Yes,No,Yes,Yes,No internet service,No,No,No
CUST04986,Male,0,No,No,45,No,Fiber optic,Month-to-month,Mailed check,96.83,4357.35,No,No internet service,No,Yes,Yes,Yes,No internet service,No internet service,Yes
CUST04987,Female,0,Yes,No,4,Yes,DSL,One year,Mailed check,118.75,475.0,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Yes,No
CUST04988,Female,0,No,No,65,No,Fiber optic,One year,Mailed check,51.29,3333.85,Yes,No internet service,No internet service,No,Yes,No internet service,No,Yes,Yes
CUST04989,Female,0,No,Yes,21,Yes,DSL,One year,Mailed check,61.01,1281.21,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Yes,Yes
CUST04990,Female,0,Yes,No,69,Yes,Fiber optic,Two year,Bank transfer (automatic),73.16,5048.04,No,No internet service,Yes,Yes,No internet service,No,No,No,No
CUST04991,Male,0,No,Yes,1,Yes,Fiber optic,Two year,Credit card (automatic),50.31,50.31,No,Yes,No internet service,No,Yes,Yes,No internet service,No,Yes
CUST04992,Female,1,No,No,28,Yes,No internet service,One year,Electronic check,18.25,511.0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes
CUST04993,Male,0,Yes,No,60,No,Fiber optic,Month-to-month,Electronic check,104.57,6274.2,No,No,Yes,No internet service,Yes,No,No internet service,Yes,Yes
CUST04994,Male,1,No,No,70,Yes,DSL,One year,Credit card (automatic),68.74,4811.8,No,Yes,Yes,No internet service,No,Yes,Yes,Yes,No
CUST04995,Male,0,No,No,15,Yes,No internet service,Month-to-month,Mailed check,47.07,706.05,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,No
CUST04996,Female,1,Yes,No,63,No,Fiber optic,Two year,Bank transfer (automatic),62.69,3949.47,No,No,Yes,Yes,No,No,No internet service,Yes,Yes
CUST04997,Male,1,Yes,Yes,13,Yes,DSL,Month-to-month,Electronic check,54.53,708.89,Yes,No,Yes,No,No,No,No,No internet service,No
CUST04998,Female,0,No,No,42,Yes,Fiber optic,Month-to-month,Credit card (automatic),81.77,3434.34,Yes,Yes,No internet service,No internet service,No internet service,Yes,No,No internet service,No
CUST04999,Male,0,No,No,42,Yes,Fiber optic,Two year,Credit card (automatic),37.02,1554.84,No,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes
CUST05000,Female,0,No,No,69,Yes,No internet service,One year,Bank transfer (automatic),52.67,3634.23,No,No,No,No,Yes,No internet service,No internet service,No,No
CUST05001,Male,0,Yes,No,54,Yes,Fiber optic,Month-to-month,Electronic check,68.33,3689.82,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No
CUST05002,Female,0,No,No,30,Yes,Fiber optic,Month-to-month,Credit card (automatic),18.25,547.5,No,No internet service,No internet service,No,Yes,No,No internet service,No,No
CUST05003,Male,0,No,Yes,39,Yes,DSL,Two year,Credit card (automatic),56.62,2208.18,No,No internet service,Yes,No,No internet service,Yes,No internet service,No internet service,Yes
CUST05004,Male,0,Yes,No,26,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),43.37,1127.62,Yes,No,No internet service,No,No,No,No internet service,No internet service,Yes
CUST05005,Female,0,No,No,51,Yes,No internet service,Two year,Electronic check,82.25,4194.75,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,No,Yes
CUST05006,Male,0,Yes,No,6,Yes,No internet service,Month-to-month,Credit card (automatic),71.41,428.46,Yes,No internet service,No,No internet service,Yes,No,No internet service,No,No
CUST05007,Female,0,Yes,No,45,Yes,DSL,Two year,Electronic check,102.05,4592.25,No,Yes,No,No internet service,No,No,No internet service,No,Yes
CUST05008,Female,0,Yes,No,32,Yes,DSL,Two year,Electronic check,18.25,584.0,No,No internet service,No internet service,Yes,Yes,No,Yes,No,Yes
CUST05009,Male,0,Yes,No,7,Yes,DSL,Month-to-month,Bank transfer (automatic),45.49,318.43,No,No,No,No,Yes,Yes,No,No internet service,Yes
CUST05010,Female,1,No,Yes,4,Yes,Fiber optic,Month-to-month,Electronic check,69.87,279.48,Yes,No internet service,No internet service,No,No,Yes,No,No,Yes
CUST05011,Female,0,Yes,Yes,60,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),102.76,6165.6,Yes,No internet service,No,No internet service,No,Yes,Yes,No,No
CUST05012,Female,0,Yes,No,71,Yes,Fiber optic,One year,Bank transfer (automatic),30.81,2187.51,No,No internet service,No,No internet service,No internet service,No,No internet service,No,No
CUST05013,Male,0,Yes,No,59,Yes,Fiber optic,Month-to-month,Electronic check,39.89,2353.51,No,Yes,No,No,No,Yes,No internet service,No,Yes
CUST05014,Male,0,Yes,No,23,Yes,No internet service,One year,Bank transfer (automatic),103.44,2379.12,No,Yes,No internet service,Yes,No,Yes,Yes,No,No
CUST05015,Female,0,No,Yes,6,Yes,Fiber optic,Month-to-month,Credit card (automatic),118.75,712.5,No,Yes,No,No internet service,No,No,No,No internet service,Yes
CUST05016,Female,0,No,No,60,Yes,DSL,Month-to-month,Electronic check,115.18,6910.8,Yes,No internet service,No internet service,Yes,No internet service,No,Yes,No,No
CUST05017,Male,0,Yes,No,35,No,Fiber optic,Month-to-month,Bank transfer (automatic),115.47,4041.45,Yes,Yes,No internet service,Yes,No,Yes,No internet service,No internet service,Yes
CUST05018,Male,0,No,No,26,Yes,No internet service,Month-to-month,Mailed check,76.93,2000.18,No,Yes,Yes,No,No,Yes,No,No internet service,No
CUST05019,Female,0,Yes,No,28,Yes,No internet service,One year,Mailed check,67.97,1903.16,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
CUST05020,Male,0,Yes,No,19,No,Fiber optic,Two year,Electronic check,118.75,2256.25,No,No,Yes,No,No,No internet service,No,Yes,No
CUST05021,Female,0,No,Yes,69,Yes,Fiber optic,One year,Mailed check,54.22,3741.18,No,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,No
CUST05022,Female,0,Yes,No,2,Yes,No internet service,Month-to-month,Electronic check,33.69,67.38,Yes,No internet service,No internet service,No internet service,Yes,No,No internet service,No internet service,Yes
CUST05023,Male,1,No,No,38,Yes,Fiber optic,Two year,Credit card (automatic),72.5,2755.0,No,No internet service,No,No,No internet service,Yes,No internet service,No internet service,No
CUST05024,Female,0,Yes,No,44,Yes,DSL,One year,Bank transfer (automatic),53.18,2339.92,No,Yes,Yes,No,Yes,No internet service,Yes,No,Yes
CUST05025,Female,0,Yes,No,67,Yes,No internet service,Two year,Mailed check,40.95,2743.65,No,No,No,No,Yes,No internet service,No internet service,No internet service,No
